interaction_id,customer_id,product_id,interaction_date,interaction_type,rating,source
5004,957,461,2024-08-21,view,,Advertisement
5005,976,198,2024-10-08,wishlist,2.0,Advertisement
5006,697,53,2024-06-12,click,5.0,Category
5007,1243,28,2025-06-22,view,,Search
5008,1245,61,2025-04-28,view,,Advertisement
5009,1342,490,2024-03-28,purchase,,Advertisement
5010,1197,286,2024-12-21,view,3.0,Advertisement
5011,847,39,2024-05-14,view,,Category
5012,1272,529,2025-04-20,wishlist,,Direct
5013,739,457,2025-09-27,view,,Recommendation
5014,29,565,2025-06-22,click,4.0,Search
5015,1240,290,2024-03-09,click,,Recommendation
5016,573,125,2024-08-14,wishlist,,Direct
5017,1052,560,2025-03-09,click,3.0,Advertisement
5018,1435,497,2024-11-28,view,3.0,Search
5019,1204,347,2025-08-11,cart,2.0,Category
5020,89,304,2025-09-25,purchase,5.0,Recommendation
5021,509,401,2025-02-26,click,4.0,Recommendation
5022,913,183,2025-05-28,view,3.0,Search
5023,1107,128,2024-10-21,cart,,Search
5024,632,232,2025-10-28,click,3.0,Search
5025,1397,266,2025-02-14,view,5.0,Direct
5026,535,199,2024-10-29,click,1.0,Advertisement
5027,587,110,2025-03-11,cart,4.0,Direct
5028,526,35,2025-03-28,click,4.0,Advertisement
5029,1047,369,2025-06-29,view,2.0,Advertisement
5030,155,89,2024-02-25,view,4.0,Direct
5031,1313,155,2025-03-15,view,,Advertisement
5032,917,242,2025-10-30,click,3.0,Recommendation
5033,931,485,2024-02-23,view,,Category
5034,1178,218,2024-04-22,view,2.0,Category
5035,1385,535,2024-05-30,wishlist,2.0,Recommendation
5036,899,560,2024-01-15,view,,Category
5037,81,495,2025-10-05,click,4.0,Category
5038,140,522,2025-04-02,view,,Direct
5039,1428,143,2024-02-21,purchase,1.0,Recommendation
5040,962,214,2024-12-16,cart,,Recommendation
5041,746,399,2025-05-10,wishlist,,Recommendation
5042,511,5,2024-01-28,click,3.0,Direct
5043,1352,519,2025-08-12,view,,Category
5044,480,146,2025-12-23,view,3.0,Direct
5045,780,21,2024-01-08,click,,Category
5046,1006,551,2024-08-05,view,,Recommendation
5047,64,208,2024-10-02,view,1.0,Direct
5048,693,194,2024-05-08,click,3.0,Direct
5049,1500,549,2024-09-30,click,5.0,Direct
5050,57,511,2024-02-14,view,,Direct
5051,558,387,2024-04-11,purchase,1.0,Recommendation
5052,912,33,2024-02-22,cart,,Direct
5053,633,291,2024-07-20,view,5.0,Search
5054,1353,391,2024-09-01,click,5.0,Direct
5055,382,82,2025-01-01,purchase,5.0,Category
5056,13,333,2024-09-18,wishlist,4.0,Direct
5057,250,537,2024-06-01,view,5.0,Category
5058,138,281,2024-06-23,click,3.0,Recommendation
5059,1286,66,2024-09-13,view,5.0,Recommendation
5060,857,213,2025-12-26,view,,Search
5061,1297,165,2024-05-19,view,1.0,Advertisement
5062,1199,537,2024-06-12,view,,Search
5063,945,126,2024-08-04,purchase,,Search
5064,593,280,2025-06-07,view,3.0,Direct
5065,929,495,2024-03-13,view,2.0,Search
5066,952,389,2025-02-03,view,3.0,Direct
5067,1123,237,2025-08-13,view,,Direct
5068,1405,318,2025-01-14,view,4.0,Direct
5069,1367,461,2025-02-13,wishlist,5.0,Direct
5070,789,411,2024-09-14,click,4.0,Search
5071,1152,362,2024-05-08,view,3.0,Recommendation
5072,1201,447,2024-11-14,view,3.0,Recommendation
5073,145,503,2025-01-07,view,5.0,Advertisement
5074,276,572,2025-05-28,click,,Direct
5075,739,307,2024-10-09,view,,Direct
5076,158,568,2025-01-05,click,4.0,Advertisement
5077,349,550,2025-04-23,cart,1.0,Advertisement
5078,885,283,2024-02-05,view,5.0,Recommendation
5079,626,425,2025-03-18,view,,Recommendation
5080,333,90,2024-09-20,view,1.0,Search
5081,1115,195,2025-08-03,purchase,1.0,Recommendation
5082,41,81,2024-04-21,wishlist,2.0,Search
5083,821,363,2024-09-14,click,3.0,Category
5084,1072,511,2024-11-23,view,2.0,Category
5085,315,584,2025-02-06,view,,Category
5086,395,422,2025-09-15,click,2.0,Category
5087,932,536,2024-08-04,view,5.0,Advertisement
5088,1119,205,2025-10-27,click,,Recommendation
5089,673,358,2025-02-10,wishlist,4.0,Recommendation
5090,1346,209,2025-07-09,cart,3.0,Advertisement
5091,896,257,2024-03-10,click,,Category
5092,1398,397,2024-02-17,click,,Direct
5093,265,271,2025-03-10,wishlist,2.0,Direct
5094,863,173,2025-08-29,view,2.0,Recommendation
5095,884,538,2025-01-05,purchase,5.0,Advertisement
5096,938,196,2025-03-20,click,,Search
5097,9,135,2025-11-01,wishlist,5.0,Search
5098,1243,60,2025-11-26,cart,3.0,Recommendation
5099,19,193,2025-07-06,wishlist,5.0,Recommendation
5100,207,132,2024-05-07,cart,3.0,Search
5101,1172,43,2025-10-11,view,3.0,Direct
5102,352,313,2024-10-04,view,,Recommendation
5103,74,97,2025-02-04,view,4.0,Recommendation
5104,1295,242,2025-09-08,view,3.0,Search
5105,1069,160,2024-10-21,view,,Direct
5106,263,331,2024-09-03,click,,Category
5107,30,241,2024-02-24,click,3.0,Category
5108,1220,540,2024-10-17,view,2.0,Recommendation
5109,126,145,2024-10-16,click,1.0,Category
5110,101,500,2024-10-13,view,1.0,Recommendation
5111,378,528,2024-02-25,purchase,5.0,Search
5112,287,272,2024-10-03,view,1.0,Search
5113,50,13,2025-04-24,click,,Recommendation
5114,1388,337,2025-12-20,click,,Direct
5115,973,226,2025-05-16,view,3.0,Category
5116,903,408,2024-03-07,view,5.0,Category
5117,975,231,2024-12-11,view,,Category
5118,959,100,2024-07-03,purchase,4.0,Direct
5119,217,348,2025-11-30,view,1.0,Advertisement
5120,262,273,2024-07-02,click,,Recommendation
5121,142,355,2024-03-01,wishlist,,Recommendation
5122,522,228,2025-10-13,view,,Direct
5123,323,484,2025-09-25,purchase,3.0,Advertisement
5124,371,295,2025-04-02,click,1.0,Advertisement
5125,144,135,2025-09-09,purchase,,Recommendation
5126,922,115,2025-12-06,click,,Direct
5127,710,249,2025-08-03,click,3.0,Category
5128,947,90,2024-10-21,cart,,Search
5129,864,192,2024-06-30,view,4.0,Category
5130,1225,91,2024-02-16,view,2.0,Category
5131,389,404,2024-09-14,purchase,4.0,Category
5132,595,258,2024-08-03,purchase,4.0,Advertisement
5133,191,259,2024-05-30,view,,Search
5134,950,154,2024-06-18,purchase,5.0,Direct
5135,1471,513,2024-09-01,view,5.0,Advertisement
5136,97,520,2025-04-01,wishlist,3.0,Direct
5137,218,58,2025-09-08,purchase,1.0,Advertisement
5138,763,224,2024-02-10,view,,Search
5139,1364,434,2024-08-04,click,,Category
5140,1054,435,2025-10-22,wishlist,5.0,Category
5141,581,413,2025-01-13,click,,Direct
5142,340,567,2025-11-04,view,5.0,Search
5143,495,297,2024-10-07,cart,1.0,Recommendation
5144,377,294,2025-01-22,view,4.0,Advertisement
5145,584,67,2024-12-08,view,4.0,Recommendation
5146,682,124,2025-04-21,view,1.0,Category
5147,140,528,2025-01-10,view,5.0,Direct
5148,1166,396,2025-01-02,cart,3.0,Advertisement
5149,837,336,2025-02-25,view,1.0,Recommendation
5150,917,323,2024-06-06,view,4.0,Category
5151,1057,263,2025-10-14,view,,Advertisement
5152,328,189,2024-05-10,view,2.0,Category
5153,724,492,2025-08-24,click,1.0,Direct
5154,1314,134,2024-08-23,click,4.0,Search
5155,560,72,2024-10-18,view,4.0,Category
5156,439,59,2024-07-08,click,5.0,Search
5157,1117,80,2024-08-13,cart,,Recommendation
5158,1210,573,2024-05-26,view,1.0,Category
5159,1308,153,2024-11-14,purchase,1.0,Advertisement
5160,313,171,2025-09-13,click,,Search
5161,1467,313,2025-08-04,view,,Advertisement
5162,534,27,2025-04-16,cart,3.0,Recommendation
5163,1236,56,2025-07-12,click,1.0,Category
5164,1022,413,2025-04-13,click,,Search
5165,898,518,2024-06-08,view,4.0,Direct
5166,804,387,2025-09-14,view,1.0,Direct
5167,1402,5,2025-11-27,wishlist,2.0,Recommendation
5168,1061,419,2025-06-01,view,3.0,Search
5169,1085,335,2024-12-09,click,3.0,Direct
5170,339,585,2025-05-03,cart,4.0,Direct
5171,1159,150,2024-08-03,cart,,Category
5172,918,163,2025-05-14,view,2.0,Direct
5173,1107,170,2025-04-29,wishlist,2.0,Direct
5174,363,198,2025-11-19,click,2.0,Category
5175,882,427,2025-02-11,view,3.0,Search
5176,611,396,2024-03-30,click,4.0,Advertisement
5177,811,173,2025-05-29,cart,4.0,Advertisement
5178,1425,535,2025-04-27,wishlist,,Category
5179,514,261,2024-01-20,cart,3.0,Search
5180,1066,438,2025-09-28,cart,4.0,Search
5181,471,307,2024-10-06,view,1.0,Recommendation
5182,208,558,2024-09-10,click,,Direct
5183,1187,196,2024-10-01,click,,Recommendation
5184,1322,209,2025-05-20,wishlist,1.0,Advertisement
5185,1129,3,2024-04-03,cart,,Recommendation
5186,57,79,2025-01-29,view,3.0,Recommendation
5187,64,7,2025-10-04,view,,Category
5188,312,222,2024-03-15,wishlist,1.0,Direct
5189,1305,223,2025-11-26,view,,Advertisement
5190,1134,182,2024-03-22,view,,Recommendation
5191,501,126,2025-07-16,click,4.0,Direct
5192,384,36,2024-04-25,view,3.0,Advertisement
5193,38,251,2024-04-10,click,5.0,Direct
5194,1302,328,2025-02-12,purchase,,Search
5195,1432,6,2025-12-07,view,,Direct
5196,771,351,2024-08-05,purchase,,Category
5197,633,543,2024-09-01,view,1.0,Advertisement
5198,986,117,2025-01-16,purchase,3.0,Category
5199,1473,505,2024-11-07,view,,Search
5200,953,60,2025-12-07,click,,Recommendation
5201,989,145,2025-06-29,wishlist,,Category
5202,110,48,2025-09-30,view,,Advertisement
5203,1490,207,2024-10-16,click,,Recommendation
5204,420,172,2024-04-25,view,,Search
5205,768,220,2024-07-01,view,,Advertisement
5206,479,143,2025-11-30,cart,3.0,Recommendation
5207,1457,462,2025-01-28,view,,Search
5208,336,91,2024-08-13,view,4.0,Direct
5209,1156,355,2024-10-24,view,1.0,Recommendation
5210,792,506,2025-11-26,view,,Direct
5211,914,518,2024-04-23,view,4.0,Direct
5212,1100,422,2024-05-18,wishlist,,Recommendation
5213,656,99,2024-12-07,view,4.0,Category
5214,347,443,2025-03-29,view,,Recommendation
5215,351,42,2025-09-21,click,,Direct
5216,1405,347,2024-08-01,click,,Category
5217,1380,13,2025-01-04,cart,,Advertisement
5218,1069,288,2024-03-17,view,3.0,Search
5219,917,331,2024-11-23,view,2.0,Advertisement
5220,656,168,2025-07-14,view,5.0,Direct
5221,128,239,2025-05-23,click,4.0,Direct
5222,1250,504,2024-02-20,cart,1.0,Search
5223,1333,461,2025-02-06,view,2.0,Search
5224,696,523,2024-08-25,view,,Search
5225,1019,168,2025-03-28,view,5.0,Recommendation
5226,1485,141,2025-07-15,view,,Search
5227,1413,561,2024-08-29,view,3.0,Search
5228,185,162,2024-03-05,purchase,2.0,Search
5229,875,201,2025-01-27,click,,Advertisement
5230,1222,41,2025-01-07,view,2.0,Search
5231,822,323,2024-03-06,view,5.0,Category
5232,973,80,2024-03-31,click,4.0,Category
5233,1108,361,2025-03-26,click,4.0,Recommendation
5234,1292,92,2024-06-16,purchase,2.0,Search
5235,918,26,2024-11-11,click,,Recommendation
5236,1111,534,2024-05-03,click,,Search
5237,562,344,2025-12-16,view,4.0,Direct
5238,900,427,2024-03-13,click,3.0,Recommendation
5239,549,579,2025-02-12,cart,,Direct
5240,80,582,2024-06-05,cart,5.0,Direct
5241,628,340,2024-03-17,wishlist,5.0,Direct
5242,83,133,2024-06-05,click,,Category
5243,1442,359,2024-08-23,view,,Direct
5244,943,140,2024-11-26,purchase,,Search
5245,1265,362,2025-10-13,click,,Advertisement
5246,549,537,2025-07-31,click,1.0,Category
5247,1452,515,2025-05-25,view,5.0,Recommendation
5248,1269,195,2024-08-08,click,3.0,Direct
5249,1402,17,2024-06-16,cart,2.0,Search
5250,1255,249,2025-08-12,click,4.0,Recommendation
5251,1463,542,2024-11-11,cart,2.0,Advertisement
5252,586,273,2024-05-18,click,1.0,Advertisement
5253,1142,239,2024-11-22,cart,4.0,Category
5254,269,246,2025-09-09,view,4.0,Direct
5255,830,171,2024-06-08,click,3.0,Recommendation
5256,481,320,2024-01-04,wishlist,,Search
5257,214,421,2025-03-10,view,2.0,Search
5258,239,269,2025-12-08,purchase,,Category
5259,816,201,2024-09-18,purchase,3.0,Recommendation
5260,852,217,2025-02-14,view,4.0,Recommendation
5261,445,200,2025-01-08,click,2.0,Category
5262,546,373,2025-01-06,cart,,Category
5263,417,278,2024-10-24,wishlist,,Search
5264,216,479,2024-12-13,view,2.0,Category
5265,1163,341,2025-05-04,click,,Search
5266,1294,568,2025-06-28,cart,,Category
5267,776,244,2025-06-01,view,3.0,Search
5268,331,114,2024-05-05,wishlist,4.0,Category
5269,1006,178,2024-09-14,click,2.0,Recommendation
5270,1202,514,2025-03-28,view,5.0,Recommendation
5271,662,220,2025-10-29,purchase,5.0,Category
5272,1322,584,2024-05-01,view,,Search
5273,952,324,2024-05-02,view,,Advertisement
5274,452,285,2025-05-06,purchase,,Recommendation
5275,100,348,2025-04-21,cart,,Category
5276,665,202,2024-03-19,view,,Recommendation
5277,515,415,2024-11-03,purchase,1.0,Direct
5278,1096,394,2024-06-21,view,,Search
5279,551,426,2024-01-14,view,4.0,Search
5280,1486,28,2025-01-21,cart,4.0,Recommendation
5281,914,317,2025-09-13,view,,Search
5282,1063,503,2025-09-04,wishlist,,Direct
5283,693,10,2025-03-10,view,2.0,Direct
5284,172,359,2025-08-18,view,,Recommendation
5285,653,3,2024-05-22,cart,1.0,Search
5286,851,46,2024-01-02,purchase,,Recommendation
5287,985,170,2025-07-25,wishlist,4.0,Advertisement
5288,465,137,2024-04-25,wishlist,,Advertisement
5289,801,82,2024-09-27,cart,2.0,Recommendation
5290,762,38,2025-04-18,click,4.0,Advertisement
5291,1239,464,2025-06-01,purchase,,Search
5292,127,70,2024-10-19,view,2.0,Recommendation
5293,528,402,2024-01-15,click,1.0,Direct
5294,348,253,2025-12-23,purchase,4.0,Search
5295,1472,363,2025-08-15,view,3.0,Advertisement
5296,1452,280,2025-04-12,wishlist,5.0,Direct
5297,437,502,2025-12-20,cart,,Advertisement
5298,471,30,2024-12-14,view,5.0,Advertisement
5299,961,548,2024-08-01,view,4.0,Search
5300,961,320,2025-10-02,view,3.0,Advertisement
5301,448,280,2025-11-19,click,3.0,Search
5302,575,236,2025-08-06,view,1.0,Category
5303,889,27,2024-05-16,click,4.0,Advertisement
5304,1296,393,2025-03-11,cart,4.0,Recommendation
5305,732,315,2025-11-23,click,4.0,Search
5306,996,335,2024-03-24,cart,,Search
5307,182,513,2024-10-24,view,,Recommendation
5308,778,319,2025-11-02,view,,Advertisement
5309,48,134,2024-10-11,view,2.0,Search
5310,1028,358,2025-09-13,click,3.0,Direct
5311,765,247,2024-12-10,view,2.0,Recommendation
5312,964,465,2025-08-27,view,5.0,Direct
5313,1397,372,2024-11-26,click,1.0,Direct
5314,517,574,2024-12-27,cart,,Category
5315,156,175,2024-06-23,wishlist,2.0,Direct
5316,938,53,2024-03-25,click,3.0,Recommendation
5317,324,492,2025-08-26,cart,,Advertisement
5318,561,577,2025-12-03,cart,4.0,Category
5319,332,215,2025-10-01,view,2.0,Advertisement
5320,1155,55,2024-05-25,view,1.0,Advertisement
5321,696,276,2024-02-08,view,,Advertisement
5322,538,92,2024-12-16,click,,Recommendation
5323,580,147,2025-02-28,click,3.0,Direct
5324,656,227,2025-12-12,click,,Recommendation
5325,1384,494,2025-01-19,cart,3.0,Recommendation
5326,1260,292,2025-03-03,view,,Direct
5327,344,23,2024-10-04,view,3.0,Recommendation
5328,46,408,2024-09-08,view,4.0,Search
5329,142,540,2025-09-05,click,5.0,Recommendation
5330,920,148,2025-06-17,view,4.0,Category
5331,1236,194,2025-11-05,view,,Category
5332,210,68,2025-05-07,view,4.0,Search
5333,503,208,2025-11-24,view,3.0,Category
5334,577,89,2025-06-25,click,1.0,Direct
5335,1337,441,2024-02-25,click,,Advertisement
5336,408,90,2024-08-15,click,,Recommendation
5337,1402,69,2024-02-02,click,4.0,Direct
5338,1485,424,2025-05-25,wishlist,5.0,Direct
5339,492,427,2024-12-16,cart,5.0,Direct
5340,638,366,2024-12-22,view,,Recommendation
5341,513,517,2024-04-23,click,2.0,Recommendation
5342,734,114,2024-04-20,purchase,,Direct
5343,1279,210,2025-08-10,view,1.0,Recommendation
5344,101,551,2025-09-25,cart,,Recommendation
5345,1416,256,2024-07-12,click,,Recommendation
5346,748,72,2024-11-14,wishlist,3.0,Category
5347,59,476,2024-01-24,view,2.0,Search
5348,886,142,2025-03-08,view,5.0,Category
5349,1470,109,2024-11-23,click,,Category
5350,627,520,2025-05-03,view,,Direct
5351,586,576,2024-09-07,cart,2.0,Recommendation
5352,929,593,2025-04-09,view,,Advertisement
5353,578,55,2025-03-23,click,5.0,Recommendation
5354,707,172,2025-11-13,view,1.0,Category
5355,1039,212,2025-04-09,click,,Recommendation
5356,767,560,2024-07-04,click,,Advertisement
5357,1372,308,2025-09-09,view,,Direct
5358,1390,342,2025-10-01,click,2.0,Category
5359,807,301,2024-11-01,view,3.0,Recommendation
5360,488,599,2024-01-07,view,,Category
5361,348,311,2024-06-08,wishlist,4.0,Direct
5362,1103,375,2024-12-04,view,,Search
5363,1029,482,2025-05-14,click,3.0,Search
5364,256,309,2025-01-19,click,,Advertisement
5365,1391,234,2025-03-09,click,3.0,Search
5366,263,516,2025-12-15,view,2.0,Search
5367,946,496,2025-12-29,view,5.0,Recommendation
5368,553,434,2024-02-13,click,,Direct
5369,201,227,2025-11-10,view,5.0,Advertisement
5370,1266,131,2025-12-02,cart,4.0,Category
5371,717,493,2024-11-27,purchase,5.0,Category
5372,592,184,2025-05-29,cart,1.0,Recommendation
5373,1151,410,2025-05-16,click,3.0,Search
5374,728,54,2025-03-09,purchase,4.0,Advertisement
5375,1041,72,2024-12-21,view,5.0,Search
5376,1419,333,2025-01-08,purchase,4.0,Search
5377,863,425,2025-07-27,wishlist,2.0,Search
5378,1159,246,2025-03-06,wishlist,1.0,Direct
5379,514,418,2025-10-16,view,3.0,Category
5380,245,424,2024-04-29,purchase,,Recommendation
5381,425,343,2025-03-01,wishlist,,Recommendation
5382,535,381,2024-03-17,click,3.0,Direct
5383,1244,414,2024-03-09,click,,Recommendation
5384,1314,440,2025-08-04,click,2.0,Advertisement
5385,1434,398,2025-08-16,click,2.0,Advertisement
5386,987,585,2025-06-03,click,4.0,Recommendation
5387,175,586,2025-03-11,wishlist,,Category
5388,332,507,2025-10-04,view,1.0,Direct
5389,1169,188,2024-07-03,cart,,Direct
5390,513,137,2024-08-28,view,,Recommendation
5391,989,289,2025-02-19,click,,Search
5392,1000,400,2024-07-27,wishlist,,Advertisement
5393,1029,436,2024-09-06,click,,Advertisement
5394,744,355,2024-08-19,cart,,Direct
5395,308,178,2024-07-16,view,1.0,Category
5396,855,482,2024-07-30,click,3.0,Direct
5397,932,383,2025-02-04,click,2.0,Recommendation
5398,1246,534,2024-11-12,cart,,Category
5399,18,37,2024-08-10,purchase,,Direct
5400,417,19,2024-08-11,cart,2.0,Advertisement
5401,357,456,2024-11-07,purchase,4.0,Recommendation
5402,666,131,2025-11-30,cart,3.0,Direct
5403,166,119,2025-07-24,click,,Search
5404,498,554,2024-01-04,click,4.0,Advertisement
5405,675,518,2025-11-13,wishlist,,Search
5406,1152,343,2024-07-23,purchase,,Search
5407,193,168,2025-05-29,cart,5.0,Direct
5408,1235,31,2024-08-02,click,4.0,Direct
5409,806,235,2025-02-05,click,2.0,Direct
5410,359,520,2024-03-16,click,,Direct
5411,669,596,2025-06-11,view,,Recommendation
5412,412,504,2025-09-17,view,,Advertisement
5413,570,32,2024-08-18,click,1.0,Category
5414,1297,203,2025-11-13,cart,1.0,Recommendation
5415,1456,257,2024-12-17,view,5.0,Category
5416,850,463,2024-04-10,click,3.0,Search
5417,1499,256,2024-02-25,view,5.0,Advertisement
5418,127,468,2024-03-09,view,4.0,Category
5419,311,291,2025-09-29,view,,Advertisement
5420,729,164,2025-09-05,wishlist,1.0,Advertisement
5421,1030,174,2024-01-05,purchase,,Category
5422,248,284,2025-08-24,click,5.0,Direct
5423,550,589,2024-04-01,view,,Direct
5424,721,452,2025-02-27,purchase,,Advertisement
5425,342,138,2025-12-21,wishlist,4.0,Search
5426,1163,336,2025-11-03,view,,Recommendation
5427,1153,313,2025-07-29,purchase,2.0,Recommendation
5428,1375,263,2024-11-23,click,4.0,Direct
5429,158,244,2025-07-09,click,4.0,Category
5430,1281,349,2024-01-17,cart,,Advertisement
5431,186,377,2025-08-31,view,4.0,Direct
5432,1056,193,2024-05-25,wishlist,3.0,Advertisement
5433,386,393,2024-01-16,wishlist,2.0,Search
5434,316,471,2024-02-01,view,,Advertisement
5435,671,236,2025-02-23,view,5.0,Advertisement
5436,86,449,2024-05-19,view,,Search
5437,458,220,2025-07-17,wishlist,,Search
5438,324,12,2025-08-14,click,4.0,Direct
5439,878,226,2025-03-29,view,,Recommendation
5440,1325,455,2024-08-16,view,2.0,Advertisement
5441,459,385,2025-01-05,view,,Direct
5442,1312,104,2025-08-16,click,,Category
5443,831,334,2025-05-17,cart,1.0,Advertisement
5444,836,501,2025-05-04,view,2.0,Direct
5445,923,207,2025-09-07,view,4.0,Category
5446,1487,6,2025-08-27,wishlist,3.0,Category
5447,872,563,2025-10-31,click,1.0,Search
5448,725,530,2025-05-29,view,,Search
5449,330,339,2024-08-05,wishlist,,Advertisement
5450,361,433,2025-03-05,view,2.0,Direct
5451,1042,50,2025-12-03,view,3.0,Advertisement
5452,106,314,2024-01-15,purchase,2.0,Direct
5453,251,324,2025-09-14,cart,,Search
5454,53,73,2025-08-16,click,,Direct
5455,430,532,2025-06-02,wishlist,2.0,Direct
5456,904,238,2025-10-07,view,5.0,Category
5457,500,412,2025-08-09,view,,Advertisement
5458,1238,283,2024-04-17,view,3.0,Advertisement
5459,775,510,2024-03-10,click,,Search
5460,412,14,2024-12-24,view,2.0,Recommendation
5461,735,70,2024-04-16,view,,Recommendation
5462,724,308,2024-01-15,click,,Advertisement
5463,579,65,2024-07-04,view,5.0,Advertisement
5464,1280,38,2025-11-30,view,,Recommendation
5465,1143,556,2025-12-27,view,4.0,Direct
5466,798,441,2024-02-07,wishlist,4.0,Recommendation
5467,1491,537,2025-08-14,wishlist,,Recommendation
5468,635,18,2025-10-25,view,5.0,Advertisement
5469,447,547,2025-04-17,view,1.0,Search
5470,1082,103,2025-06-06,view,1.0,Recommendation
5471,1415,583,2025-11-11,view,5.0,Search
5472,370,395,2025-01-26,view,,Search
5473,967,126,2024-12-22,wishlist,,Advertisement
5474,668,121,2024-08-15,view,,Search
5475,963,522,2025-02-28,view,5.0,Direct
5476,832,464,2025-05-20,view,,Advertisement
5477,1132,139,2024-02-04,purchase,,Recommendation
5478,1087,455,2024-11-23,cart,2.0,Search
5479,733,516,2025-10-01,cart,,Recommendation
5480,1392,14,2024-08-02,view,4.0,Direct
5481,1002,543,2025-05-08,view,,Category
5482,1223,484,2025-11-09,wishlist,4.0,Category
5483,700,477,2024-03-06,view,4.0,Category
5484,1181,425,2025-05-03,wishlist,3.0,Search
5485,1423,317,2024-11-19,view,3.0,Recommendation
5486,728,455,2024-11-03,wishlist,2.0,Advertisement
5487,1090,150,2024-11-26,view,4.0,Advertisement
5488,1175,50,2025-12-25,view,3.0,Search
5489,211,115,2024-11-18,cart,5.0,Recommendation
5490,476,557,2024-12-18,view,5.0,Direct
5491,588,431,2025-05-21,wishlist,3.0,Search
5492,1354,424,2025-06-28,view,1.0,Advertisement
5493,430,70,2025-08-19,view,4.0,Category
5494,1439,62,2024-06-30,cart,3.0,Advertisement
5495,878,53,2024-09-11,wishlist,2.0,Category
5496,772,208,2025-12-05,view,1.0,Advertisement
5497,1184,155,2024-09-07,view,3.0,Recommendation
5498,572,329,2025-04-07,view,,Category
5499,691,482,2025-06-27,wishlist,,Direct
5500,394,549,2025-07-10,view,1.0,Recommendation
5501,552,149,2025-04-20,view,,Advertisement
5502,1376,400,2024-06-13,cart,4.0,Advertisement
5503,948,257,2025-05-07,view,,Recommendation
5504,1296,481,2024-01-26,view,3.0,Category
5505,962,574,2025-03-30,cart,,Direct
5506,1079,99,2025-08-07,wishlist,1.0,Search
5507,1251,159,2024-07-02,cart,2.0,Search
5508,1460,180,2025-12-19,view,,Direct
5509,380,357,2024-09-03,click,2.0,Search
5510,1028,370,2024-10-08,view,2.0,Search
5511,1105,169,2024-11-21,click,1.0,Search
5512,536,4,2024-02-22,purchase,3.0,Direct
5513,461,29,2024-07-26,purchase,,Advertisement
5514,309,442,2025-05-01,view,2.0,Advertisement
5515,19,316,2025-04-02,click,4.0,Category
5516,908,103,2025-03-12,purchase,4.0,Recommendation
5517,190,200,2024-05-31,cart,3.0,Search
5518,1075,428,2024-06-25,purchase,4.0,Advertisement
5519,643,396,2024-10-26,wishlist,1.0,Category
5520,898,396,2024-02-21,click,,Recommendation
5521,42,591,2024-06-23,purchase,5.0,Recommendation
5522,1067,297,2025-02-08,click,1.0,Direct
5523,429,80,2025-02-10,view,,Advertisement
5524,602,397,2024-02-12,view,,Direct
5525,312,527,2024-01-15,view,1.0,Direct
5526,639,51,2025-06-11,purchase,2.0,Direct
5527,577,585,2024-03-23,click,4.0,Recommendation
5528,521,228,2025-11-27,view,,Search
5529,1461,101,2025-02-01,view,4.0,Direct
5530,367,148,2025-06-20,view,3.0,Category
5531,149,298,2024-01-03,click,3.0,Direct
5532,1261,388,2024-06-04,view,3.0,Search
5533,214,2,2025-06-07,view,4.0,Search
5534,75,392,2025-02-28,cart,,Recommendation
5535,798,7,2024-10-30,view,,Search
5536,906,269,2025-09-19,click,1.0,Advertisement
5537,1299,109,2025-01-23,purchase,,Category
5538,569,75,2024-01-25,view,5.0,Advertisement
5539,1115,295,2024-11-23,wishlist,1.0,Recommendation
5540,156,441,2024-12-23,view,,Category
5541,314,217,2025-06-21,click,3.0,Category
5542,521,15,2025-04-16,view,,Search
5543,1408,476,2024-06-24,click,3.0,Search
5544,346,250,2025-11-08,click,3.0,Search
5545,872,445,2025-03-31,view,3.0,Recommendation
5546,456,204,2024-05-04,click,,Category
5547,933,589,2024-11-20,view,,Recommendation
5548,1153,566,2025-12-12,view,,Recommendation
5549,12,185,2025-06-03,wishlist,,Category
5550,1339,186,2024-02-18,click,3.0,Recommendation
5551,227,452,2025-02-05,click,,Recommendation
5552,855,441,2024-06-19,view,,Category
5553,117,489,2024-08-21,wishlist,,Category
5554,1230,65,2024-08-25,purchase,2.0,Recommendation
5555,111,253,2025-12-05,cart,3.0,Search
5556,345,499,2024-09-13,click,,Recommendation
5557,1150,236,2025-06-01,wishlist,2.0,Search
5558,1391,238,2025-05-08,click,3.0,Category
5559,432,599,2025-08-29,view,3.0,Advertisement
5560,40,196,2024-08-18,wishlist,4.0,Category
5561,197,295,2025-07-23,view,1.0,Recommendation
5562,1210,48,2025-06-11,view,,Category
5563,118,279,2025-11-18,click,5.0,Search
5564,686,599,2024-01-29,purchase,,Advertisement
5565,257,217,2025-04-22,click,,Search
5566,1259,54,2025-05-09,view,2.0,Direct
5567,1173,238,2025-08-04,view,,Direct
5568,256,497,2024-09-14,purchase,,Search
5569,411,263,2024-12-31,view,2.0,Advertisement
5570,812,338,2025-11-21,wishlist,1.0,Direct
5571,602,285,2025-09-05,view,4.0,Search
5572,907,139,2024-08-12,view,,Category
5573,963,270,2024-04-16,view,,Advertisement
5574,4,198,2025-03-22,click,1.0,Advertisement
5575,1310,158,2024-12-30,purchase,,Advertisement
5576,1390,600,2025-10-02,view,2.0,Recommendation
5577,1190,253,2025-01-08,view,,Recommendation
