customer_id,age,gender,city,customer_segment,preferred_device
677,20,Female,New York,VIP,Desktop
678,67,Female,Los Angeles,New,Tablet
679,47,Male,Los Angeles,Regular,Desktop
680,54,Female,Seattle,Regular,Desktop
681,41,Female,Chicago,Regular,Mobile
682,18,Female,New York,Regular,Tablet
683,40,Male,Los Angeles,New,Tablet
684,42,Female,New York,Regular,Tablet
685,33,Female,Houston,New,Mobile
686,63,Female,New York,New,Mobile
687,51,Female,Los Angeles,VIP,Tablet
688,23,Male,Seattle,Regular,Tablet
689,70,Female,New York,New,Desktop
690,60,Male,Chicago,Loyal,Desktop
691,38,Female,Los Angeles,Loyal,Desktop
692,35,Male,New York,Regular,Mobile
693,67,Male,Chicago,New,Mobile
694,46,Female,Los Angeles,VIP,Mobile
695,52,Female,Chicago,VIP,Desktop
696,47,Female,New York,New,Mobile
697,69,Female,Seattle,New,Mobile
698,38,Male,New York,Regular,Desktop
699,43,Male,Los Angeles,Loyal,Mobile
700,19,Female,Houston,Regular,Mobile
701,47,Male,Chicago,New,Mobile
702,21,Male,Chicago,Regular,Desktop
703,41,Male,Seattle,Loyal,Mobile
704,19,Male,Chicago,VIP,Mobile
705,23,Female,New York,New,Desktop
706,21,Male,Seattle,VIP,Tablet
707,43,Female,New York,VIP,Tablet
708,45,Male,Los Angeles,Regular,Mobile
709,35,Female,Houston,Regular,Mobile
710,57,Male,Los Angeles,VIP,Desktop
711,53,Female,New York,New,Desktop
712,42,Male,Houston,Regular,Tablet
713,69,Male,Seattle,New,Desktop
714,68,Female,Houston,VIP,Desktop
715,54,Female,Houston,Loyal,Mobile
716,19,Female,Seattle,Regular,Mobile
717,69,Female,New York,VIP,Tablet
718,40,Male,Chicago,New,Mobile
719,60,Male,Los Angeles,New,Mobile
720,54,Female,Los Angeles,Regular,Mobile
721,33,Female,Los Angeles,New,Tablet
722,62,Female,Seattle,Regular,Tablet
723,30,Female,Seattle,Loyal,Mobile
724,49,Male,New York,New,Mobile
725,56,Male,New York,VIP,Mobile
726,39,Male,Chicago,Loyal,Tablet
727,29,Female,New York,New,Mobile
728,55,Male,New York,Loyal,Mobile
729,41,Female,Seattle,New,Desktop
730,37,Female,Chicago,Regular,Tablet
731,45,Female,Los Angeles,Regular,Tablet
732,53,Female,Chicago,Regular,Desktop
733,37,Female,Chicago,Regular,Tablet
734,18,Female,Seattle,New,Mobile
735,56,Female,Seattle,Regular,Tablet
736,54,Male,Houston,Regular,Desktop
737,65,Male,Chicago,Loyal,Desktop
738,28,Male,Los Angeles,VIP,Mobile
739,34,Male,Chicago,New,Desktop
740,34,Male,New York,New,Desktop
741,46,Female,Chicago,VIP,Desktop
742,42,Female,Seattle,VIP,Mobile
743,48,Male,Chicago,VIP,Mobile
744,69,Male,Los Angeles,New,Desktop
745,34,Male,New York,Loyal,Mobile
746,42,Male,New York,New,Desktop
747,56,Female,New York,VIP,Tablet
748,28,Female,Chicago,New,Mobile
749,39,Male,Chicago,VIP,Tablet
750,53,Female,Los Angeles,Loyal,Mobile
751,24,Male,Houston,VIP,Mobile
752,21,Female,New York,VIP,Mobile
753,36,Female,Chicago,New,Mobile
754,31,Male,Los Angeles,New,Desktop
755,25,Female,Houston,VIP,Desktop
756,60,Female,New York,VIP,Mobile
757,41,Female,Los Angeles,Regular,Desktop
758,20,Female,Houston,VIP,Desktop
759,32,Female,Seattle,New,Mobile
760,66,Male,New York,Loyal,Tablet
761,44,Male,Seattle,New,Desktop
762,70,Female,Seattle,VIP,Tablet
763,33,Female,Los Angeles,New,Desktop
764,63,Male,Seattle,Regular,Mobile
765,66,Female,Chicago,Regular,Mobile
766,69,Male,Chicago,New,Desktop
767,23,Female,Chicago,Regular,Tablet
768,34,Female,New York,New,Desktop
769,53,Female,Seattle,Loyal,Desktop
770,51,Female,New York,VIP,Mobile
771,44,Male,Chicago,New,Mobile
772,54,Male,Los Angeles,Loyal,Desktop
773,34,Female,Houston,VIP,Mobile
774,29,Female,Houston,Regular,Tablet
775,56,Female,New York,VIP,Desktop
776,62,Male,New York,VIP,Desktop
777,41,Male,Los Angeles,Loyal,Desktop
778,35,Female,New York,Regular,Mobile
779,37,Female,Los Angeles,Loyal,Tablet
780,44,Male,Chicago,VIP,Mobile
781,70,Female,Houston,Loyal,Mobile
782,50,Male,New York,Loyal,Tablet
783,50,Female,Chicago,New,Mobile
784,30,Male,New York,Regular,Mobile
785,47,Male,Los Angeles,Regular,Desktop
786,41,Female,Seattle,VIP,Tablet
787,25,Male,Chicago,Loyal,Desktop
788,56,Female,Chicago,VIP,Tablet
789,53,Female,Los Angeles,Regular,Desktop
790,65,Male,Los Angeles,New,Desktop
791,21,Male,Seattle,Regular,Mobile
792,59,Male,Chicago,Loyal,Tablet
793,44,Male,New York,VIP,Mobile
794,59,Male,Seattle,New,Mobile
795,34,Female,Los Angeles,VIP,Desktop
796,40,Female,Los Angeles,Regular,Desktop
797,37,Female,Seattle,New,Mobile
798,50,Female,Seattle,Loyal,Desktop
799,61,Male,Houston,New,Desktop
800,35,Female,Los Angeles,Loyal,Tablet
801,63,Female,Chicago,Regular,Tablet
802,66,Male,New York,VIP,Tablet
803,38,Male,New York,VIP,Desktop
804,34,Female,Houston,VIP,Tablet
805,20,Male,Los Angeles,Regular,Tablet
806,52,Female,Los Angeles,Loyal,Mobile
807,60,Male,Los Angeles,New,Desktop
808,26,Female,Seattle,Regular,Tablet
809,39,Male,Chicago,Loyal,Mobile
810,65,Female,Houston,Loyal,Desktop
811,34,Female,Houston,New,Desktop
812,21,Male,Houston,Regular,Tablet
813,25,Female,Seattle,Loyal,Desktop
814,21,Male,Chicago,Regular,Desktop
815,44,Female,Chicago,Loyal,Tablet
816,29,Male,Houston,Loyal,Tablet
817,29,Female,New York,New,Desktop
818,35,Male,Chicago,Regular,Desktop
819,68,Male,Chicago,VIP,Tablet
820,45,Female,Houston,VIP,Desktop
821,18,Male,Seattle,Regular,Tablet
822,41,Male,Los Angeles,Regular,Mobile
823,61,Male,Chicago,Regular,Tablet
824,40,Female,Chicago,New,Desktop
825,50,Female,Chicago,New,Mobile
826,37,Female,Houston,Loyal,Desktop
827,61,Male,Los Angeles,VIP,Desktop
828,66,Male,Chicago,VIP,Mobile
829,32,Male,Chicago,Regular,Tablet
830,19,Male,New York,Loyal,Tablet
831,59,Male,Houston,Loyal,Tablet
832,57,Male,Seattle,New,Tablet
833,24,Male,New York,New,Desktop
834,46,Female,New York,Loyal,Desktop
835,62,Male,Chicago,New,Desktop
836,44,Male,Seattle,Loyal,Tablet
837,56,Male,Houston,New,Tablet
838,64,Male,Los Angeles,New,Mobile
839,49,Male,Seattle,Regular,Desktop
840,51,Male,Los Angeles,VIP,Desktop
841,28,Male,Seattle,VIP,Mobile
842,62,Female,Los Angeles,Regular,Mobile
843,18,Male,New York,VIP,Mobile
844,23,Male,New York,Loyal,Tablet
845,32,Female,Los Angeles,Loyal,Desktop
846,21,Male,Chicago,New,Desktop
847,41,Female,Houston,New,Mobile
848,66,Male,New York,Regular,Tablet
849,59,Male,Los Angeles,Loyal,Desktop
850,57,Female,New York,Loyal,Desktop
851,29,Male,Houston,VIP,Desktop
852,35,Female,Houston,VIP,Tablet
853,69,Male,New York,Regular,Tablet
854,64,Male,Chicago,New,Desktop
855,55,Female,Seattle,VIP,Mobile
856,57,Female,Los Angeles,New,Tablet
857,64,Male,Houston,VIP,Mobile
858,44,Female,New York,New,Desktop
859,59,Female,New York,Regular,Tablet
860,39,Male,Houston,Regular,Desktop
861,40,Female,Chicago,New,Mobile
862,59,Male,Seattle,VIP,Desktop
863,28,Male,Houston,Loyal,Mobile
864,39,Female,New York,Regular,Tablet
865,59,Female,Houston,Regular,Mobile
866,47,Female,Seattle,VIP,Mobile
867,49,Female,Los Angeles,New,Desktop
868,65,Male,New York,VIP,Desktop
869,20,Male,New York,Loyal,Tablet
870,53,Male,Houston,Loyal,Desktop
871,70,Male,Chicago,VIP,Desktop
872,53,Female,Los Angeles,VIP,Mobile
873,24,Male,New York,Loyal,Desktop
874,58,Female,Seattle,Loyal,Tablet
875,24,Male,Chicago,VIP,Mobile
876,70,Female,New York,Loyal,Tablet
877,30,Male,New York,VIP,Mobile
878,47,Male,Los Angeles,New,Desktop
879,20,Male,Houston,VIP,Tablet
880,55,Male,Houston,New,Tablet
881,65,Male,Seattle,VIP,Tablet
882,48,Male,Seattle,Regular,Tablet
883,70,Male,New York,VIP,Tablet
884,56,Female,Seattle,VIP,Desktop
885,56,Male,Los Angeles,VIP,Desktop
886,36,Female,Chicago,Regular,Desktop
887,56,Female,Seattle,Loyal,Tablet
888,65,Male,Chicago,Regular,Tablet
889,63,Female,Los Angeles,Regular,Tablet
890,59,Male,Seattle,Loyal,Tablet
891,25,Female,Seattle,VIP,Tablet
892,54,Female,Seattle,Loyal,Desktop
893,69,Male,Seattle,New,Mobile
894,42,Male,New York,New,Mobile
895,35,Male,Los Angeles,Loyal,Mobile
896,21,Female,Chicago,New,Desktop
897,70,Female,New York,Regular,Tablet
898,59,Female,Chicago,Loyal,Tablet
899,60,Male,Houston,VIP,Desktop
900,68,Female,Seattle,New,Mobile
901,65,Female,Chicago,VIP,Mobile
902,58,Female,Seattle,Regular,Tablet
903,30,Female,Houston,Regular,Tablet
904,22,Male,Chicago,New,Desktop
905,20,Female,Los Angeles,Loyal,Mobile
906,28,Female,New York,Loyal,Desktop
907,63,Male,New York,Regular,Desktop
908,56,Male,Seattle,Loyal,Desktop
909,68,Female,New York,Loyal,Tablet
910,32,Male,Seattle,New,Tablet
911,28,Female,Seattle,VIP,Mobile
912,40,Male,Chicago,Loyal,Desktop
913,41,Female,Chicago,VIP,Tablet
914,70,Male,New York,Loyal,Desktop
915,33,Male,New York,Loyal,Desktop
916,68,Male,Houston,Loyal,Tablet
917,64,Female,New York,Loyal,Tablet
918,69,Female,Houston,New,Desktop
919,59,Male,Los Angeles,New,Mobile
920,28,Male,New York,Regular,Tablet
921,58,Male,Houston,New,Mobile
922,52,Female,New York,Regular,Mobile
923,47,Female,New York,New,Mobile
924,21,Male,Los Angeles,New,Tablet
925,70,Male,Los Angeles,VIP,Desktop
926,46,Female,Houston,Loyal,Mobile
927,42,Male,Seattle,New,Tablet
928,64,Male,Seattle,New,Tablet
929,22,Female,Seattle,New,Desktop
930,68,Female,Seattle,New,Desktop
931,66,Female,Houston,VIP,Tablet
932,19,Female,Chicago,Regular,Mobile
933,65,Female,Seattle,Loyal,Tablet
934,27,Female,Los Angeles,New,Tablet
935,53,Male,New York,New,Mobile
936,54,Female,Seattle,New,Desktop
937,31,Female,Chicago,VIP,Tablet
938,50,Male,Chicago,Regular,Mobile
939,57,Female,Chicago,New,Mobile
940,60,Male,Seattle,VIP,Tablet
941,53,Male,Los Angeles,New,Desktop
942,24,Male,Seattle,VIP,Desktop
943,40,Male,Chicago,New,Desktop
944,57,Male,Chicago,Loyal,Desktop
945,46,Female,Seattle,Loyal,Tablet
946,55,Male,Seattle,Loyal,Desktop
947,45,Male,New York,Loyal,Mobile
948,68,Male,Houston,Loyal,Desktop
949,26,Female,Houston,VIP,Desktop
950,40,Female,Houston,New,Mobile
951,59,Male,Los Angeles,Regular,Tablet
952,30,Female,New York,New,Mobile
953,50,Male,Seattle,VIP,Tablet
954,31,Male,Seattle,Loyal,Tablet
955,52,Female,Chicago,Loyal,Desktop
956,32,Female,Chicago,VIP,Tablet
957,50,Male,Houston,Loyal,Tablet
958,18,Male,Seattle,Regular,Tablet
959,26,Female,Chicago,Regular,Tablet
960,54,Male,Houston,Loyal,Mobile
961,32,Female,Chicago,New,Desktop
962,41,Male,New York,Regular,Tablet
963,68,Female,Houston,VIP,Desktop
964,20,Male,Los Angeles,New,Tablet
965,51,Female,Los Angeles,Regular,Desktop
966,59,Female,Los Angeles,New,Tablet
967,34,Female,Chicago,VIP,Desktop
968,70,Female,Houston,VIP,Tablet
969,18,Male,Houston,Regular,Mobile
970,22,Female,Chicago,Regular,Mobile
971,28,Female,Seattle,New,Tablet
972,32,Female,Los Angeles,New,Desktop
973,61,Female,Houston,Regular,Tablet
974,28,Female,New York,Regular,Mobile
975,26,Male,Chicago,New,Tablet
976,27,Male,Chicago,Loyal,Mobile
977,51,Female,Seattle,New,Tablet
978,64,Female,New York,Regular,Desktop
979,56,Female,Houston,Regular,Mobile
980,44,Male,Seattle,Regular,Tablet
981,60,Female,Chicago,Loyal,Desktop
982,56,Male,Chicago,VIP,Desktop
983,26,Male,New York,Regular,Tablet
984,50,Female,Chicago,New,Mobile
985,48,Male,Seattle,New,Mobile
986,48,Male,Seattle,New,Tablet
987,59,Female,Seattle,VIP,Desktop
988,20,Female,Chicago,VIP,Desktop
989,40,Male,Houston,Regular,Desktop
990,48,Male,New York,Loyal,Tablet
991,52,Female,Los Angeles,Regular,Mobile
992,63,Male,Seattle,New,Tablet
993,18,Female,Chicago,Loyal,Desktop
994,41,Male,Chicago,VIP,Tablet
995,55,Female,Los Angeles,VIP,Tablet
996,41,Female,Houston,Regular,Desktop
997,53,Female,Chicago,Loyal,Tablet
998,53,Female,Los Angeles,Loyal,Tablet
999,40,Female,Chicago,New,Tablet
1000,32,Female,Chicago,New,Mobile
1001,50,Female,Los Angeles,New,Mobile
1002,42,Male,New York,Regular,Desktop
1003,56,Female,New York,New,Desktop
1004,32,Female,New York,New,Tablet
1005,42,Female,Seattle,Loyal,Tablet
1006,56,Male,Chicago,VIP,Desktop
1007,18,Male,Seattle,Loyal,Mobile
1008,20,Male,Seattle,Regular,Tablet
1009,20,Female,Chicago,New,Mobile
1010,23,Female,Houston,Loyal,Tablet
1011,43,Female,Seattle,Regular,Tablet
1012,18,Male,New York,Loyal,Tablet
1013,53,Female,Los Angeles,Loyal,Mobile
1014,56,Male,Houston,VIP,Tablet
1015,18,Female,Chicago,VIP,Tablet
1016,24,Male,Seattle,Loyal,Desktop
1017,25,Female,Seattle,Loyal,Tablet
1018,46,Female,Seattle,VIP,Mobile
1019,66,Female,Houston,VIP,Tablet
1020,19,Female,New York,Loyal,Mobile
1021,42,Male,Chicago,Loyal,Desktop
1022,40,Male,Los Angeles,Regular,Desktop
1023,23,Female,Los Angeles,New,Tablet
1024,29,Female,Los Angeles,Loyal,Mobile
1025,54,Female,Chicago,Regular,Desktop
1026,65,Male,Chicago,Regular,Desktop
1027,31,Male,Chicago,Regular,Tablet
1028,40,Male,New York,New,Mobile
1029,61,Female,Seattle,New,Tablet
1030,20,Female,Los Angeles,Loyal,Desktop
1031,54,Female,Houston,Regular,Tablet
1032,35,Female,Chicago,Regular,Mobile
1033,51,Female,Houston,New,Tablet
1034,40,Female,Chicago,VIP,Mobile
1035,62,Female,Los Angeles,New,Mobile
1036,61,Male,Houston,New,Desktop
1037,41,Female,Chicago,Loyal,Mobile
1038,35,Female,Seattle,Loyal,Desktop
1039,29,Female,Houston,Regular,Desktop
1040,62,Female,Los Angeles,VIP,Desktop
1041,46,Male,Seattle,Regular,Tablet
1042,61,Male,New York,Loyal,Mobile
1043,53,Female,Houston,Regular,Mobile
1044,69,Male,Houston,New,Mobile
1045,44,Female,Chicago,Loyal,Desktop
1046,37,Female,Seattle,New,Desktop
1047,24,Male,New York,Regular,Desktop
1048,48,Male,Houston,Loyal,Desktop
1049,41,Female,Seattle,Loyal,Desktop
1050,19,Female,New York,Loyal,Tablet
1051,56,Male,Seattle,Regular,Desktop
1052,40,Female,Seattle,VIP,Tablet
1053,46,Male,Houston,Loyal,Desktop
1054,58,Male,Chicago,Loyal,Desktop
1055,58,Female,New York,New,Mobile
1056,39,Male,Los Angeles,Loyal,Tablet
1057,36,Female,Seattle,VIP,Desktop
1058,46,Female,Seattle,VIP,Desktop
1059,28,Male,New York,Regular,Tablet
1060,33,Female,New York,Regular,Mobile
1061,43,Male,New York,New,Desktop
1062,53,Male,New York,VIP,Tablet
1063,66,Male,New York,Loyal,Tablet
1064,27,Male,Houston,Loyal,Mobile
1065,33,Female,Houston,Regular,Mobile
1066,51,Male,New York,New,Tablet
1067,40,Female,Houston,VIP,Tablet
1068,35,Female,Chicago,Regular,Tablet
1069,56,Female,Seattle,VIP,Tablet
1070,58,Female,Los Angeles,VIP,Tablet
1071,32,Male,Houston,Loyal,Desktop
1072,44,Female,Chicago,Loyal,Mobile
1073,18,Male,Los Angeles,Loyal,Desktop
1074,52,Male,Houston,VIP,Desktop
1075,18,Female,Los Angeles,Regular,Mobile
1076,53,Female,Chicago,VIP,Tablet
1077,45,Female,Chicago,Regular,Tablet
1078,65,Female,Houston,Regular,Desktop
1079,23,Female,Chicago,Loyal,Desktop
1080,59,Female,Houston,Regular,Mobile
1081,29,Male,Los Angeles,New,Tablet
1082,47,Female,Los Angeles,VIP,Mobile
1083,38,Male,Chicago,New,Tablet
1084,19,Male,New York,Loyal,Desktop
1085,26,Female,New York,Regular,Mobile
1086,27,Male,Houston,Regular,Desktop
1087,44,Female,Houston,Loyal,Desktop
1088,62,Male,Los Angeles,New,Mobile
1089,21,Female,Houston,New,Tablet
1090,48,Male,Chicago,Loyal,Desktop
1091,18,Male,Chicago,VIP,Desktop
1092,33,Male,Chicago,VIP,Tablet
1093,67,Male,Seattle,Regular,Desktop
1094,42,Female,Los Angeles,Regular,Tablet
1095,64,Male,Seattle,New,Desktop
1096,48,Female,Chicago,Loyal,Mobile
1097,60,Male,New York,Regular,Tablet
1098,45,Female,New York,Regular,Desktop
1099,55,Male,Houston,Regular,Mobile
1100,20,Female,Seattle,Regular,Desktop
1101,67,Male,Chicago,Regular,Desktop
1102,23,Female,New York,New,Desktop
1103,59,Male,Seattle,New,Mobile
1104,49,Male,Los Angeles,Loyal,Desktop
1105,64,Male,New York,VIP,Desktop
1106,64,Male,Los Angeles,New,Desktop
1107,63,Female,Seattle,Loyal,Tablet
1108,62,Female,Chicago,Regular,Tablet
1109,40,Female,Houston,Loyal,Tablet
1110,53,Male,New York,Regular,Desktop
1111,36,Female,Seattle,Loyal,Desktop
1112,18,Female,Chicago,New,Tablet
1113,41,Male,Los Angeles,New,Tablet
1114,52,Female,Chicago,VIP,Tablet
1115,27,Female,Los Angeles,VIP,Tablet
1116,38,Male,New York,New,Mobile
1117,26,Male,New York,Regular,Mobile
1118,49,Male,New York,New,Tablet
1119,59,Female,Houston,Loyal,Mobile
1120,41,Male,Seattle,New,Mobile
1121,31,Female,New York,VIP,Tablet
1122,21,Female,Seattle,VIP,Desktop
1123,68,Male,Seattle,Loyal,Tablet
1124,20,Male,Los Angeles,New,Mobile
1125,51,Male,New York,Regular,Tablet
1126,42,Male,Chicago,Regular,Tablet
1127,58,Male,Seattle,VIP,Tablet
1128,24,Female,Houston,VIP,Mobile
1129,28,Male,Seattle,VIP,Tablet
1130,39,Male,Seattle,VIP,Desktop
1131,38,Female,Los Angeles,VIP,Tablet
1132,45,Female,Seattle,Regular,Tablet
1133,52,Male,Houston,Loyal,Desktop
1134,46,Female,Houston,New,Tablet
1135,20,Female,Seattle,New,Tablet
1136,26,Female,New York,Loyal,Mobile
1137,31,Female,New York,Loyal,Tablet
1138,50,Male,New York,New,Desktop
1139,40,Male,Chicago,Loyal,Desktop
1140,55,Male,Chicago,Loyal,Desktop
1141,23,Female,Seattle,Regular,Tablet
1142,22,Female,Houston,Regular,Desktop
1143,70,Male,Seattle,Loyal,Mobile
1144,64,Female,New York,New,Desktop
1145,40,Female,Houston,New,Mobile
1146,65,Male,Houston,New,Desktop
1147,51,Male,Los Angeles,Regular,Desktop
1148,50,Male,Chicago,New,Tablet
1149,64,Female,Houston,New,Mobile
1150,45,Female,Houston,Regular,Mobile
1151,39,Male,Houston,New,Tablet
1152,43,Female,New York,VIP,Tablet
1153,45,Male,Chicago,VIP,Tablet
1154,30,Female,Houston,Regular,Tablet
1155,57,Male,Chicago,New,Desktop
1156,67,Female,Los Angeles,New,Mobile
1157,60,Female,Houston,Loyal,Desktop
1158,30,Female,Los Angeles,New,Desktop
1159,28,Female,Seattle,VIP,Tablet
1160,27,Female,New York,Regular,Mobile
1161,61,Female,Chicago,New,Mobile
1162,65,Male,Chicago,Regular,Desktop
1163,18,Female,New York,Loyal,Desktop
1164,48,Male,Los Angeles,Regular,Tablet
1165,52,Male,Chicago,Loyal,Tablet
1166,48,Male,New York,VIP,Tablet
1167,60,Male,Los Angeles,Regular,Mobile
1168,36,Male,Seattle,Loyal,Mobile
1169,47,Male,New York,VIP,Tablet
1170,35,Female,New York,New,Desktop
1171,59,Female,Chicago,VIP,Tablet
1172,63,Male,Los Angeles,VIP,Tablet
1173,52,Male,Chicago,Regular,Tablet
1174,47,Male,New York,Regular,Tablet
1175,37,Female,Houston,VIP,Tablet
1176,28,Male,Los Angeles,Loyal,Desktop
1177,58,Female,Chicago,Loyal,Mobile
1178,58,Female,Houston,New,Tablet
1179,35,Male,Chicago,Loyal,Desktop
1180,60,Male,New York,VIP,Tablet
1181,61,Male,Houston,Regular,Tablet
1182,27,Female,Los Angeles,Loyal,Desktop
1183,52,Male,Chicago,Regular,Tablet
1184,52,Male,Chicago,Loyal,Tablet
1185,63,Male,Houston,Regular,Tablet
1186,54,Male,Los Angeles,New,Tablet
1187,52,Male,Chicago,Loyal,Mobile
1188,64,Male,Los Angeles,VIP,Desktop
1189,37,Female,Los Angeles,Regular,Mobile
1190,24,Male,Chicago,New,Tablet
1191,57,Female,Seattle,Regular,Tablet
1192,32,Male,New York,Loyal,Mobile
1193,62,Female,Chicago,VIP,Tablet
1194,59,Female,Chicago,VIP,Desktop
1195,48,Male,Chicago,Regular,Mobile
1196,20,Female,New York,Loyal,Desktop
1197,32,Male,Chicago,New,Mobile
1198,46,Female,Los Angeles,VIP,Mobile
1199,45,Female,New York,VIP,Tablet
1200,38,Female,Seattle,New,Tablet
1201,24,Female,Houston,New,Mobile
1202,51,Female,New York,VIP,Tablet
1203,66,Male,Chicago,Loyal,Desktop
1204,43,Female,Los Angeles,VIP,Mobile
1205,45,Female,Seattle,New,Tablet
1206,51,Male,Houston,VIP,Mobile
1207,64,Male,Chicago,Regular,Desktop
1208,44,Female,Houston,New,Mobile
1209,47,Male,Houston,New,Desktop
1210,38,Male,New York,New,Mobile
1211,63,Female,Los Angeles,New,Tablet
1212,63,Female,Seattle,Regular,Desktop
1213,53,Female,New York,Regular,Desktop
1214,54,Male,Chicago,Regular,Mobile
1215,67,Male,Houston,Loyal,Desktop
1216,64,Female,Los Angeles,Regular,Mobile
1217,26,Male,New York,Loyal,Mobile
1218,47,Female,Houston,New,Tablet
1219,49,Male,Chicago,VIP,Desktop
1220,44,Female,New York,New,Mobile
1221,53,Female,Seattle,Regular,Mobile
1222,29,Male,New York,Loyal,Mobile
1223,27,Male,Seattle,Loyal,Desktop
1224,23,Male,New York,VIP,Mobile
1225,28,Female,Seattle,Regular,Desktop
1226,65,Female,New York,New,Desktop
1227,38,Female,Houston,New,Desktop
1228,53,Male,Los Angeles,VIP,Mobile
1229,25,Female,Los Angeles,VIP,Tablet
1230,31,Male,Seattle,New,Mobile
1231,54,Male,Houston,Loyal,Desktop
1232,56,Female,Los Angeles,Loyal,Mobile
1233,57,Female,Seattle,VIP,Desktop
1234,69,Male,Seattle,Regular,Tablet
1235,36,Male,New York,New,Mobile
1236,47,Male,Chicago,VIP,Desktop
1237,20,Female,Los Angeles,Regular,Mobile
1238,58,Male,Los Angeles,Loyal,Mobile
1239,37,Female,Seattle,Loyal,Mobile
1240,25,Female,Los Angeles,VIP,Tablet
1241,54,Male,Chicago,Regular,Desktop
1242,39,Female,Houston,New,Tablet
1243,26,Female,Chicago,VIP,Tablet
1244,39,Female,Houston,New,Tablet
1245,37,Female,Seattle,New,Mobile
1246,54,Female,Los Angeles,New,Mobile
1247,35,Male,Los Angeles,VIP,Tablet
1248,52,Male,Seattle,VIP,Mobile
1249,56,Male,Los Angeles,Loyal,Tablet
1250,20,Female,Houston,New,Desktop
1251,33,Female,Houston,Loyal,Mobile
1252,51,Female,Chicago,New,Desktop
1253,68,Male,Chicago,New,Desktop
1254,50,Male,Houston,Regular,Mobile
1255,39,Female,Seattle,Loyal,Desktop
1256,27,Male,Seattle,Regular,Mobile
1257,64,Male,Houston,VIP,Tablet
1258,51,Male,New York,Loyal,Mobile
1259,61,Male,Los Angeles,VIP,Mobile
1260,24,Female,New York,Loyal,Tablet
1261,31,Female,Chicago,Regular,Desktop
1262,35,Female,Houston,New,Desktop
1263,27,Male,Los Angeles,New,Mobile
1264,57,Male,Chicago,Loyal,Tablet
1265,38,Female,Chicago,Loyal,Tablet
1266,33,Male,New York,Loyal,Tablet
1267,39,Female,New York,Regular,Mobile
1268,48,Male,New York,VIP,Mobile
1269,23,Female,Houston,Regular,Tablet
1270,56,Female,Seattle,Loyal,Desktop
1271,39,Male,Seattle,New,Desktop
1272,54,Male,New York,VIP,Mobile
1273,47,Female,Houston,VIP,Mobile
1274,32,Male,Seattle,Loyal,Desktop
1275,43,Male,Los Angeles,Loyal,Desktop
1276,49,Male,New York,VIP,Mobile
1277,40,Female,Houston,Regular,Desktop
1278,67,Female,Seattle,Regular,Tablet
1279,24,Female,New York,Loyal,Tablet
1280,59,Male,Los Angeles,VIP,Desktop
1281,55,Female,Chicago,Regular,Tablet
1282,28,Female,Houston,New,Desktop
1283,31,Female,Houston,Loyal,Tablet
1284,62,Male,Chicago,New,Tablet
1285,63,Female,New York,VIP,Desktop
1286,53,Male,Houston,Regular,Desktop
1287,43,Male,Seattle,New,Tablet
1288,70,Female,Los Angeles,VIP,Tablet
1289,60,Male,New York,Regular,Mobile
1290,55,Male,Chicago,Regular,Desktop
1291,52,Female,Houston,VIP,Mobile
1292,31,Female,Los Angeles,Loyal,Desktop
1293,63,Female,New York,New,Tablet
1294,50,Female,Chicago,Loyal,Mobile
1295,41,Male,New York,Loyal,Mobile
1296,36,Male,Chicago,VIP,Tablet
1297,55,Female,Los Angeles,VIP,Desktop
1298,42,Female,Seattle,Regular,Tablet
1299,29,Female,Chicago,Regular,Tablet
1300,42,Female,Houston,Regular,Desktop
1301,60,Male,Chicago,New,Mobile
1302,59,Male,Chicago,VIP,Tablet
1303,45,Male,New York,Regular,Tablet
1304,69,Female,Houston,VIP,Tablet
1305,29,Female,Seattle,VIP,Tablet
1306,70,Female,Houston,Loyal,Mobile
1307,29,Female,Seattle,New,Tablet
1308,49,Male,Seattle,Loyal,Desktop
1309,52,Female,New York,New,Tablet
1310,48,Female,New York,VIP,Tablet
1311,23,Male,Seattle,Loyal,Desktop
1312,51,Male,Seattle,New,Mobile
1313,48,Male,Seattle,Loyal,Tablet
1314,21,Female,Seattle,New,Desktop
1315,47,Female,Seattle,Loyal,Desktop
1316,40,Female,Los Angeles,Regular,Mobile
1317,62,Female,Seattle,Loyal,Mobile
1318,58,Female,Seattle,Regular,Tablet
1319,21,Female,Seattle,New,Desktop
1320,49,Male,Chicago,New,Desktop
1321,34,Male,Seattle,Loyal,Desktop
1322,34,Male,New York,Regular,Tablet
1323,65,Male,Houston,Loyal,Mobile
1324,34,Male,Houston,Regular,Tablet
1325,20,Female,New York,Regular,Tablet
1326,70,Male,Houston,VIP,Desktop
1327,33,Female,Chicago,Regular,Tablet
1328,64,Female,New York,Loyal,Mobile
1329,21,Male,Houston,VIP,Desktop
1330,37,Female,Seattle,Regular,Desktop
1331,61,Female,Houston,Loyal,Mobile
1332,51,Female,New York,Loyal,Desktop
1333,42,Female,Seattle,New,Mobile
1334,52,Female,Houston,Loyal,Desktop
1335,35,Female,New York,Loyal,Tablet
1336,55,Female,Houston,Regular,Tablet
1337,61,Male,Seattle,Loyal,Tablet
1338,62,Male,Los Angeles,New,Tablet
1339,18,Male,New York,VIP,Mobile
1340,51,Male,Houston,Loyal,Mobile
1341,64,Female,Los Angeles,Regular,Mobile
1342,19,Male,New York,Regular,Tablet
